#,项目,跟踪,父任务,状态,优先级,主题,作者,指派给,更新于,类别,目标版本,开始日期,计划完成日期,预期时间,耗时,% 完成,创建于,结束日期,相关的问题,Bug类型,Bug严重程度,Bug引入阶段,Bug发现阶段,私有,描述
3265,SiTV产品化项目,Feature,"",已关闭,高,cCMS 专栏专辑编排复制到SP驻地时 根据专栏专辑的高标清属性和栏目的高标清属性进行判断是否复制,李 歆然,张 晓波,2015-03-05 09:10,ccms-编排管理,新cCMS-现网版本2.0,2015-02-26,"","",0.00,100,2015-02-26 18:07,2015-02-27 14:51,"","","","","",false,"
原因：ccms中中央创建一个栏目，会立即复制到 驻地中
     当前 驻地 会存在个性化的，中央ccms的栏目信息就会和驻地栏目信息不一致。

这个时候，依旧是将专栏和专辑 复制到 驻地栏目 中就会 导致高标清属性不匹配的也复制到 驻地栏目中

因此：在专栏和专辑功能复制时 需要多加一个限制 中央ccms和驻地栏目的高标清属性一致才能复制
当前要求：
1） 高标清属性：仅高清 完全匹配 则复制
2） 高标清属性：仅标清 完全匹配 则复制
3） 高标清属性：高清优先 就全复制"
3264,SiTV产品化项目,Bug,"",已关闭,中,驻地管理-打包管理-打包任务中，请把状态中的‘初始’查询条件去掉,王 凯娜,张 晓波,2015-03-05 09:10,ccms-驻地管理,新cCMS-现网版本2.0,2015-02-26,"","",0.00,100,2015-02-26 16:49,2015-02-27 15:45,"","","","","",false,""
3261,SiTV产品化项目,Feature,"",已关闭,中,打包功能优化,李 歆然,张 晓波,2015-03-05 09:10,ccms-驻地管理,新cCMS-现网版本2.0,2015-02-25,"","",0.00,100,2015-02-25 15:41,2015-02-25 16:05,"","","","","",false,"
1）打包分成：打包审核、待打包、打包任务 三个菜单
2）打包审核和待打包 显示各驻地的条数及时长

"
3251,SiTV产品化项目,Feature,"",已关闭,中,栏目管理权限,吴 彦泽,张 晓波,2015-03-05 09:10,ccms-编排管理,新cCMS-现网版本2.0,2015-02-15,"","",0.00,100,2015-02-15 15:42,2015-03-02 17:16,"","","","","",false,"业务场景：
新增一个人员，新增一个权限；

栏目中新增一个人员后，对应栏目、其子栏目和该栏目所在的相应驻地栏目都增加该人员的权限。"
3242,SiTV产品化项目,Bug,"",已关闭,中,CCMS生产工单的结束时间会一直增加,王 凯娜,沈 玮,2015-03-05 09:10,ccms-工单管理,新cCMS-现网版本2.0,2015-02-12,"","",0.00,100,2015-02-12 19:32,2015-02-27 15:35,"","","","","",false,""
3235,SiTV产品化项目,Feature,"",已关闭,中,编排管理--发布到驻地，找不到驻地（在一堆驻地中 找一个驻地非常困难），请格式化一下,王 凯娜,施 涛,2015-03-05 09:10,ccms-编排管理,新cCMS-现网版本2.0,2015-02-12,"","",0.00,100,2015-02-12 17:36,2015-02-12 18:11,"","","","","",false,""
3234,SiTV产品化项目,Feature,"",打回,中,栏目及栏目关系导入功能,吴 彦泽,张 晓波,2015-05-13 16:13,ccms-编排管理,新cCMS-现网版本2.0,2015-02-12,"","",0.00,0,2015-02-12 17:25,2015-05-13 16:13,"","","","","",false,详情参见老ccms、老dcms
3233,SiTV产品化项目,Feature,"",已关闭,中,专栏的批量添加页面和编排的批量添加页面保持一致,王 凯娜,施 涛,2015-03-05 09:10,ccms-内容管理,新cCMS-现网版本2.0,2015-02-12,"","",0.00,100,2015-02-12 17:14,2015-03-02 13:54,"","","","","",false,""
3232,SiTV产品化项目,Feature,"",已关闭,中,ccms新增一个转码入库过滤菜单，根据导入的表在入库的时候自动对入库节目生成转码任务,王 凯娜,"",2015-02-12 18:11,ccms-节目管理,新cCMS-现网版本2.0,2015-02-12,"","",0.00,100,2015-02-12 16:49,2015-02-12 16:52,"","","","","",false,此功能是SiTV赖凯云开发的
3208,sitv产品化项目dcms,Bug,"",已关闭,中,吴江驻地-对栏目-首页 点击修改，页面异常,李 歆然,张 晓波,2015-02-12 10:22,编排管理,dcms-V0.2,2015-02-11,"","",0.00,100,2015-02-11 10:50,2015-02-11 11:02,"","","","","",false,"
org.springframework.dao.InvalidDataAccessResourceUsageException: could not execute query; nested exception is org.hibernate.exception.SQLGrammarException: could not execute query

org.springframework.orm.hibernate3.SessionFactoryUtils.convertHibernateAccessException(SessionFactoryUtils.java:615) org.springframework.orm.hibernate3.HibernateAccessor.convertHibernateAccessException(HibernateAccessor.java:412) org.springframework.orm.hibernate3.HibernateTemplate.doExecute(HibernateTemplate.java:424) org.springframework.orm.hibernate3.HibernateTemplate.executeWithNativeSession(HibernateTemplate.java:374) org.springframework.orm.hibernate3.HibernateTemplate.find(HibernateTemplate.java:917) org.springframework.orm.hibernate3.HibernateTemplate.find(HibernateTemplate.java:913) sitv.dcms.content.dao.BiCategoryDao.findBiCategoryID(BiCategoryDao.java:72) sitv.dcms.content.mgmt.BiCategoryManager.findBiCategoryID(BiCategoryManager.java:74) sitv.dcms.content.view.CategoryAction.toedit(CategoryAction.java:342) sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57) sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) java.lang.reflect.Method.invoke(Method.java:616) "
3206,SiTV产品化项目,Bug,"",已关闭,中,发布到驻地--存在session问题，导致发不同栏目编排时 发的是同一个栏目,李 歆然,沈 玮,2015-02-12 09:00,ccms-编排管理,新cCMS-现网版本2.0,2015-02-11,"","",0.00,100,2015-02-11 09:53,2015-02-11 11:16,"","","","","",false,"操作步骤：
1）内容编排-点击观影团--惊悚
2）对惊悚 做发布到驻地
3）惊悚 编排发布成功
4）直接点击 编排树-惊悚 下一个栏目 情感
5）对情感 做发布到驻地

期望结果：发布的是 情感 
实际结果：发布的是 惊悚
 

必须是：我点击内容编排--点击观影团-情感，发布到驻地 ，这时候 发布的才是 情感 
"
3188,SiTV产品化项目,Bug,"",已关闭,中,添加编排页面-分发内容分类，默认设置取内容的该字段的值，如果该字段没有值则默认为‘A类内容’,王 凯娜,张 晓波,2015-02-12 09:00,ccms-内容管理,新cCMS-现网版本2.0,2015-02-09,"","",0.00,100,2015-02-09 16:58,2015-02-11 10:42,"","","","","",false,""
3187,SiTV产品化项目,Bug,"",已关闭,中,产品化cCMS的描述 不能包括引号 回车符之类的东西,王 凯娜,施 涛,2015-02-12 09:00,ccms-内容管理,新cCMS-现网版本2.0,2015-02-09,"","",0.00,100,2015-02-09 15:51,2015-02-11 10:40,"","","","","",false,""
3183,sitv产品化项目dcms,Bug,"",已关闭,中,dCMS 采集任务增加一个“任务重置” 功能,王 凯娜,张 晓波,2015-02-28 10:36,内容采集,dcms-V0.2,2015-02-09,"","",0.00,100,2015-02-09 15:00,2015-02-09 15:44,"","","","","",false,""
3160,SiTV产品化项目,Feature,"",已关闭,中,ccms专栏的编排和内容编排保持一致；专栏的查看和栏目查看保持一致,王 凯娜,施 涛,2015-02-25 15:12,ccms-内容管理,新cCMS-现网版本2.0,2015-02-06,"","",0.00,100,2015-02-06 17:04,2015-02-10 14:54,"","","","","",false,""
3159,sitv产品化项目dcms,Feature,"",已关闭,中,专栏管理中专栏可以设置一个最大保留数，例如当这个数值为10时，则专栏中只保留最新的10条内容，自动将该专栏中多余的老内容删掉,王 凯娜,张 晓波,2015-04-20 17:53,内容管理,dcms-V0.3,2015-02-06,"","",0.00,100,2015-02-06 14:39,2015-04-19 16:38,"","","","","",false,""
3157,SiTV产品化项目,Bug,"",已关闭,中,专栏内容列表的上线名称，高清节目前边显示的有HD_前缀，期望结果：没有这个HD_前缀,王 凯娜,张 晓波,2015-07-08 18:31,ccms-内容管理,新cCMS-现网版本2.0,2015-02-06,"","",0.00,0,2015-02-06 14:29,2015-02-06 15:51,"","","","","",false,""
3150,sitv产品化项目dcms,Bug,"",已关闭,中,编排管理-栏目管理，新增一个按照序号排序的功能，对栏目进行排序，发布到EPG,王 凯娜,张 晓波,2015-03-25 15:57,编排管理,dcms-V0.2,2015-02-06,"","",0.00,100,2015-02-06 10:49,2015-02-06 11:06,"","","","","",false,""
3146,SiTV产品化项目,Bug,"",已关闭,中,CCMS打包类型为空包时，生成的xml文件中产品(product)字段值为空。,王 凯娜,张 晓波,2015-02-12 09:00,ccms-驻地管理,新cCMS-现网版本2.0,2015-02-05,"","",0.00,100,2015-02-05 17:25,2015-02-06 17:03,"","","","","",false,""
3112,SiTV产品化项目,Bug,"",已关闭,中,"编排统计报系统错误，原因：统计的时候有投票类型的引起报错，现在改为只统计(vod,series,album,subject)这4种类型的",王 凯娜,施 涛,2015-02-05 09:44,ccms-编排管理,新cCMS-现网版本2.0,2015-02-03,"","",0.00,100,2015-02-03 16:05,2015-02-03 16:18,"","","","","",false,""
3111,SiTV产品化项目,Bug,"",已关闭,中,cms内容编排，当鼠标移到多聚集的编排单上显示的图片是详单的第一张图片，期望结果：多聚集的话显示为剧头的图片,王 凯娜,张 晓波,2015-02-12 09:00,ccms-编排管理,新cCMS-现网版本2.0,2015-02-03,"","",0.00,100,2015-02-03 15:40,2015-02-09 13:59,"","","","","",false,""
3110,SiTV产品化项目,Bug,"",已关闭,中,模板管理中上传模板，修改模板参数点击保存后，在查看该模板包的文件，manifest.xml文件的大小会变为0,王 凯娜,张 晓波,2015-03-05 09:10,ccms-展示管理,新cCMS-现网版本2.0,2015-02-03,"","",0.00,100,2015-02-03 15:00,2015-02-16 10:39,"","","","","",false,""
3107,SiTV产品化项目,Feature,"",已关闭,中,在生成工单之前查找数据库中没有源文件的记录，然后生产工单就报0003错误了；,王 凯娜,张 晓波,2015-02-05 09:44,ccms-工单管理,新cCMS-现网版本2.0,2015-02-03,"","",0.00,100,2015-02-03 14:25,2015-02-03 15:04,"","","","","",false,期望结果：先生成生产工单，然后定时任务去检查是否有成品文件，没有成品文件而且数据库中没有该条记录的话报源媒体格式找不到错误
3100,SiTV产品化项目,Feature,"",已关闭,中,专栏内容列表页面增加排序条件：上线时间、下线时间、内容名称；升序、降序排列,王 凯娜,施 涛,2015-02-12 09:00,ccms-内容管理,新cCMS-现网版本2.0,2015-02-03,"","",0.00,100,2015-02-03 12:53,2015-02-05 14:45,"","","","","",false,""
3099,SiTV产品化项目,Feature,"",已关闭,中,ccms编排管理页面增加一个按照内容分类(A、B、C类内容)查询的条件，另外增加一列显示被编排的内容是A类、B类还是C类内容,王 凯娜,施 涛,2015-02-12 09:00,ccms-编排管理,新cCMS-现网版本2.0,2015-02-03,"","",0.00,100,2015-02-03 12:51,2015-02-05 17:58,"","","","","",false,""
3098,SiTV产品化项目,Feature,"",已关闭,中,在ccms编排管理查询条件中增加一个按照高标清查询，分仅高、仅标、高标都有,王 凯娜,施 涛,2015-02-12 09:00,ccms-编排管理,新cCMS-现网版本2.0,2015-02-03,"","",0.00,100,2015-02-03 12:50,2015-02-05 16:27,"","","","","",false,""
3088,SiTV产品化项目,Feature,"",已关闭,中,ccms专辑中的图片海报类型的必填改为非必填,王 凯娜,施 涛,2015-02-05 09:44,ccms-内容管理,新cCMS-现网版本2.0,2015-02-03,"","",0.00,100,2015-02-03 09:52,2015-02-03 13:01,"","","","","",false,""
3076,SiTV产品化项目,Bug,"",已关闭,中,专辑和专栏 --往新驻地 分发时，只发了专辑和专栏本身，没有发专辑和专栏中的内容,李 歆然,张 晓波,2015-07-08 18:31,ccms-内容管理,新cCMS-现网版本2.0,2015-02-02,"","",0.00,100,2015-02-02 14:41,2015-03-16 18:09,"","","","","",false,如题
3075,SiTV产品化项目,Feature,"",已关闭,中,单剧集内容--分发，找不到驻地（在一堆驻地中 找一个驻地非常困难）,李 歆然,张 晓波,2015-02-12 17:36,ccms-编排管理,新cCMS-现网版本2.0,2015-02-02,"","",0.00,100,2015-02-02 14:31,2015-02-12 17:36,"","","","","",false,如题
3074,SiTV产品化项目,Bug,"",已关闭,中,内容编排--发布到驻地，只是复制编排关系-然后下发编排关系，并没有往新的驻地-发布内容，需求：需要同时发布内容,李 歆然,张 晓波,2015-03-03 18:12,ccms-编排管理,新cCMS-现网版本2.0,2015-02-02,"","",0.00,100,2015-02-02 14:26,2015-03-03 16:27,"","","","","",false,如题
3047,SiTV产品化项目,Bug,"",已关闭,中,将中央的编排删掉，没有自动生成编排单的下发任务。期望结果：自动生成编排单的下发任务,王 凯娜,张 晓波,2015-02-05 09:44,ccms-编排管理,新cCMS-现网版本2.0,2015-01-30,"","",0.00,100,2015-01-30 16:25,2015-02-03 14:15,"","","","","",false,""
3044,SiTV产品化项目,Bug,"",已关闭,中,中央编排二审毕，同步到驻地编排时，上线名称、副标题、显示标记没有更新,王 凯娜,沈 玮,2015-02-02 09:05,ccms-编排管理,新cCMS-现网版本2.0,2015-01-30,"","",0.00,100,2015-01-30 12:54,2015-01-30 13:05,"","","","","",false,""
3031,SiTV产品化项目,Feature,"",已关闭,中,ffmpeg获取媒资文件码率值，入库页面添加码率错误提示。,王 凯娜,施 涛,2015-02-02 09:05,ccms-节目管理,新cCMS-现网版本2.0,2015-01-29,"","",0.00,100,2015-01-29 13:45,2015-01-29 14:55,"","","","","",false,""
3025,SiTV产品化项目,Bug,"",已关闭,中,新生产工单中，非吴江驻地，工单状态为已完成，但是当前节点状态为‘转码-处理中’，期望结果：节点状态显示为‘转码-处理完成’,王 凯娜,张 晓波,2015-02-12 09:00,ccms-监控,新cCMS-现网版本2.0,2015-01-28,"","",0.00,100,2015-01-28 14:42,2015-02-09 17:10,"","","","","",false,""
3022,SiTV产品化项目,Bug,"",已关闭,中,内容打包失败，新生产工单的节点状态还是打包中。期望结果：节点状态显示为打包失败,王 凯娜,张 晓波,2015-02-12 09:00,ccms-监控,新cCMS-现网版本2.0,2015-01-28,"","",0.00,100,2015-01-28 14:15,2015-02-09 16:22,"","","","","",false,""
3015,SiTV产品化项目,Bug,"",已关闭,中,新生产工单-统计 页面  节目时长 和 不重复节目时长 的单位不一致,李 歆然,张 晓波,2015-02-26 16:06,ccms-工单管理,新cCMS-现网版本2.0,2015-01-28,"","",0.00,100,2015-01-28 13:23,2015-02-26 10:44,"","","","","",false,!a14.jpg!
3014,SiTV产品化项目,Bug,"",已关闭,中,新生产工单持续时间在工单状态变为已完成后还在增加,王 凯娜,张 晓波,2015-03-05 09:10,ccms-工单管理,新cCMS-现网版本2.0,2015-01-28,"","",0.00,100,2015-01-28 12:28,2015-02-13 15:23,"","","","","",false,""
3010,SiTV产品化项目,Bug,"",已关闭,中,新生产工单---某个工单的详情页，点击返回，回到了 老工单的列表页，请返回到 新生产工单的列表页,李 歆然,张 晓波,2015-02-12 09:00,ccms-工单管理,新cCMS-现网版本2.0,2015-01-28,"","",0.00,100,2015-01-28 10:45,2015-02-11 10:20,"","","","","",false,如题
3009,sitv产品化项目dcms,Feature,"",已关闭,中,江阴驻地--需加一个 本地采集源，本地采集的内容，采集源信息需带到内容中去,李 歆然,张 晓波,2015-03-25 09:38,内容采集,dcms-V0.2,2015-01-28,"","",0.00,100,2015-01-28 10:35,2015-02-05 09:46,"","","","","",false,如题
3007,SiTV产品化项目,Bug,"",已关闭,中,"以前的上线名称带有<>,生成的转码任务xml ，发到转码中心时，转码中心无法解析。请在xml中给上线名称 加上 CDATA",李 歆然,沈 玮,2015-01-29 08:56,ccms-工单管理,新cCMS-现网版本2.0,2015-01-28,"","",0.00,100,2015-01-28 09:43,2015-01-28 10:39,"","","","","",false,如题
3004,SiTV产品化项目,Feature,"",已关闭,中,驻地新增忽略生产属性，对忽略生产的驻地，它的工单也是忽略生产的。,王 凯娜,张 晓波,2015-01-29 08:56,ccms-驻地管理,新cCMS-现网版本2.0,2015-01-28,"","",0.00,100,2015-01-28 09:18,2015-01-28 15:12,"","","","","",false,""
2963,sitv产品化项目EPG,Bug,"",已关闭,中,娱乐圈-海外，专栏 有前缀HD_   请去掉。,李 歆然,施 涛,2015-03-04 17:50,页面展示,EPG_V0.3,2015-01-22,"","",0.00,100,2015-01-22 17:30,2015-01-22 17:53,"","","","","",false,如题
2961,SiTV产品化项目,Bug,"",已关闭,中,内容编排--编排导出功能，当duration 没有值时，数据导不出来。期望能给出提示：为什么要不出数据，可以通过什么操作处理duration的问题（当前duration为空，可以通过刷单处理）,李 歆然,沈 玮,2015-01-28 09:38,ccms-编排管理,新cCMS-现网版本2.0,2015-01-22,"","",0.00,100,2015-01-22 16:35,2015-01-22 17:59,"","","","","",false,如题
2960,SiTV产品化项目,Bug,"",已关闭,中,在内容编排中-对专栏 -做详单刷新，页面报“系统异常” （现网内容：娱乐圈-内地综艺-内地综艺全部 专栏：与星共舞）,李 歆然,沈 玮,2015-01-29 08:56,ccms-编排管理,新cCMS-现网版本2.0,2015-01-22,"","",0.00,100,2015-01-22 16:30,2015-01-22 16:43,"","","","","",false,"2015-01-22 14:43:48.317 [http-8080-6] ERROR sitv.ccms.content.mgmt.AlbumManager:202 - null
java.lang.NullPointerException: null
	at sitv.ccms.content.mgmt.CategoryManager.updateItemLength(CategoryManager.java:3401) ~[sitv-ccms.jar:na]
	at sitv.ccms.content.mgmt.CategoryManager.refreshArrangeDetail(CategoryManager.java:3384) ~[sitv-ccms.jar:na]
	at sitv.ccms.content.mgmt.CategoryManager.refreshArrangeDetail(CategoryManager.java:3330) ~[sitv-ccms.jar:na]
	at sitv.ccms.content.mgmt.CategoryManager$$FastClassByCGLIB$$e609b9a9.invoke(<generated>) ~[cglib-2.1_3.jar:na]
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:149) ~[cglib-2.1_3.jar:na]
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:628) ~[spring-aop-2.5.5.jar:2.5.5]
	at sitv.ccms.content.mgmt.CategoryManager$$EnhancerByCGLIB$$8a00c927.refreshArrangeDetail(<generated>) ~[cglib-2.1_3.jar:na]
	at sitv.ccms.content.mgmt.AlbumManager.refreshCategoryItemDetail(AlbumManager.java:200) ~[sitv-ccms.jar:na]
	at sitv.ccms.content.view.AlbumAction.ajaxRefreshAlbumDetail(AlbumAction.java:351) [sitv-ccms.jar:na]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:1.6.0_45]"
